iter	TotalF1	MultiClass
132	0.996335554	0.01905037938
133	0.996335554	0.01899062731
134	0.9962879759	0.01881397588
135	0.996335554	0.01860870212
136	0.9964213499	0.01843354051
137	0.9964213499	0.01834414973
138	0.9964213499	0.01819446468
139	0.9964213499	0.0181351847
140	0.9964213499	0.01804011151
141	0.9964213499	0.01795124212
142	0.9965721386	0.01773207534
143	0.9967225368	0.01759488196
144	0.9967225368	0.01754601334
145	0.9967225368	0.01740041592
146	0.9967225368	0.01716168122
147	0.9967700168	0.01708206194
148	0.9967700168	0.01699641433
149	0.9967700168	0.01686591594
150	0.9967700168	0.01666622682
151	0.9969204146	0.01657434217
152	0.996958738	0.01648286121
153	0.996958738	0.01640986184
154	0.996958738	0.0163356895
155	0.9971091354	0.01626612258
156	0.9971091354	0.01612296197
157	0.9971566192	0.01609311134
158	0.9971566192	0.01595409128
159	0.9971566192	0.01593352593
160	0.9972041031	0.01587724171
161	0.9971566192	0.01576365554
162	0.9972041031	0.01563638834
163	0.9972041031	0.015555226
164	0.9972041031	0.01549691849
165	0.9972041031	0.01545109496
166	0.9972041031	0.01532358094
167	0.9972041031	0.01528322822
168	0.9972041031	0.01520996775
169	0.9972041031	0.01510484234
170	0.9972041031	0.01504443649
171	0.9972424338	0.01497479537
172	0.9972424338	0.01488720371
173	0.9972424338	0.01484991696
174	0.9972424338	0.01479198861
175	0.9973545003	0.01473296668
176	0.9973545003	0.01471335864
177	0.9973545003	0.01465957696
178	0.9974019842	0.01457544891
179	0.9974019842	0.01452443549
180	0.9974019842	0.01450599063
181	0.9974403186	0.01444277891
182	0.9974403186	0.01431381083
183	0.9974403186	0.01417050354
184	0.9973928311	0.0140663407
185	0.9973928311	0.01403242984
186	0.9973928311	0.01402049969
187	0.9973928311	0.01398848024
188	0.9973928311	0.01396298906
189	0.9974403186	0.01392462651
190	0.9974403186	0.01380922749
191	0.9974403186	0.01373392979
192	0.9974403186	0.0136985805
193	0.9974403186	0.01366338939
194	0.9974403186	0.01357247053
195	0.9974403186	0.0135593111
196	0.9974403186	0.01346339645
197	0.9974403186	0.01343086139
198	0.9974878061	0.01338756987
199	0.9974878061	0.01334666089
200	0.9974878061	0.01331238868
201	0.9975352936	0.01325821378
202	0.9975352936	0.01321180907
203	0.9975352936	0.01317677603
204	0.9975352936	0.01314365983
205	0.9975352936	0.01312707108
206	0.9977332498	0.01306942666
207	0.9975827811	0.0130090518
208	0.9975827811	0.01295356527
209	0.9977332498	0.0128717281
210	0.9977332498	0.01284355946
211	0.9977807373	0.01279580788
212	0.9977807373	0.01272833511
213	0.9977807373	0.01268780738
214	0.9977807373	0.01260225688
215	0.9977807373	0.01257828872
216	0.9977807373	0.01255172886
217	0.9977807373	0.01251005574
218	0.9977807373	0.01246271341
219	0.9977807373	0.01245687572
220	0.9977807373	0.01243378272
221	0.9977807373	0.01240992985
222	0.9977807373	0.01236883736
223	0.9977807373	0.01234445851
224	0.9977807373	0.01229591353
225	0.9977807373	0.01224813059
226	0.9979310893	0.01220134863
227	0.9979310893	0.01217221683
228	0.9980814411	0.01215743599
229	0.9979310893	0.01213304016
230	0.9981289636	0.01206684022
231	0.9979786118	0.0120126665
232	0.9979786118	0.01194331387
233	0.9979786118	0.01191526105
234	0.9981289636	0.01188620378
235	0.9981289636	0.01184392756
236	0.9981289636	0.01181294338
237	0.9981289636	0.01177341816
238	0.9981289636	0.01173398652
239	0.9981289636	0.0116737089
240	0.9981289636	0.01165285049
241	0.9981289636	0.01158003686
242	0.9981289636	0.01151402523
243	0.9981289636	0.01148543656
244	0.9981765549	0.01140707212
245	0.9981765549	0.01137935136
246	0.9981765549	0.01134707927
247	0.9981765549	0.01131707055
248	0.9981765549	0.01129320819
249	0.9981765549	0.01125376794
250	0.9982149596	0.01121873764
251	0.9982149596	0.01117360098
252	0.9982149596	0.01115129644
253	0.998365366	0.01107974477
254	0.998365366	0.01102540425
255	0.998365366	0.01100217188
256	0.998365366	0.01097675954
257	0.998365366	0.01096617401
258	0.998365366	0.01093993593
259	0.998365366	0.01091530185
260	0.998365366	0.01086646135
261	0.998365366	0.01083314468
262	0.998365366	0.01077986516
263	0.998365366	0.01073407309
264	0.998365366	0.01071002668
265	0.998365366	0.0106957883
266	0.998365366	0.01066112294
267	0.998365366	0.01062235682
268	0.998365366	0.01061004094
269	0.998365366	0.01055928541
270	0.998365366	0.0105407955
271	0.998365366	0.01052875482
272	0.9984128401	0.01046975462
273	0.9984128401	0.01045226399
274	0.9984128401	0.01040829724
275	0.9984128401	0.01038607598
276	0.9984128401	0.01037117956
277	0.9984128401	0.01034789212
278	0.9984128401	0.01033324349
279	0.9984128401	0.01031917375
280	0.9984128401	0.01021401949
281	0.9984128401	0.01020761912
282	0.9984128401	0.01019115508
283	0.9984128401	0.01017446886
284	0.9984128401	0.01015501466
285	0.9984128401	0.01006264327
286	0.9984128401	0.01005051637
287	0.9984128401	0.01000589867
288	0.9984128401	0.009956196639
289	0.9984128401	0.009929997985
290	0.9984128401	0.009907807014
291	0.9984128401	0.009875893301
292	0.9984128401	0.009860703294
293	0.9984128401	0.009826080302
294	0.9984128401	0.009769672804
295	0.9984128401	0.009747762223
296	0.9984603867	0.00973982499
297	0.9984128401	0.009718740209
298	0.9984603867	0.009701926277
299	0.9984987329	0.009680928733
300	0.9984987329	0.009657528456
301	0.9984603867	0.009640893916
302	0.9984987329	0.009590014122
303	0.9984987329	0.009570265262
304	0.9984987329	0.009558269764
305	0.9984987329	0.009523801559
306	0.9984987329	0.00949865765
307	0.9984987329	0.009464142087
308	0.9984987329	0.009436685871
309	0.9984987329	0.009429397004
310	0.9984987329	0.009380236058
311	0.9984987329	0.009362254649
312	0.9984987329	0.009348369366
313	0.9984987329	0.009325735601
314	0.9984987329	0.009299112431
315	0.9984987329	0.00928107635
316	0.9984512052	0.009256638221
317	0.9984512052	0.00923826381
318	0.9984987329	0.00920330661
319	0.9984987329	0.009192939196
320	0.9984987329	0.009162276013
321	0.9984987329	0.00910360538
322	0.9984987329	0.009088514585
323	0.9984987329	0.009070673927
324	0.9984987329	0.00905302654
325	0.9984987329	0.009023115759
326	0.9984987329	0.008954617917
327	0.9984987329	0.008931296059
328	0.9986490394	0.008905200906
329	0.9986490394	0.008884379902
330	0.9986490394	0.008852820484
331	0.9986490394	0.008836650027
332	0.9986490394	0.008820161123
333	0.9986490394	0.008810699212
334	0.9986490394	0.008796325511
335	0.9986490394	0.008780875447
336	0.9986490394	0.008758864979
337	0.9986490394	0.008716633393
338	0.9986490394	0.008703054822
339	0.9986490394	0.008691707558
340	0.9986490394	0.008652836425
341	0.9986490394	0.00858776891
342	0.9986490394	0.008570579885
343	0.9986490394	0.008559907456
344	0.9986490394	0.008549340807
345	0.9986490394	0.008538904541
346	0.9986490394	0.008530003563
347	0.9986490394	0.008516708876
348	0.9986490394	0.008501359528
349	0.9986490394	0.008478469536
350	0.9986490394	0.008463852764
351	0.9986490394	0.008452222514
352	0.9986490394	0.008440440756
353	0.9986490394	0.008412692463
354	0.9986490394	0.008398150534
355	0.9986490394	0.00838655704
356	0.9986490394	0.00837430072
357	0.9986490394	0.008363055566
358	0.9986490394	0.008347999078
359	0.9986490394	0.008332622058
360	0.9986490394	0.008320517799
361	0.9986874156	0.008309269888
362	0.9986874156	0.008288400516
363	0.9986874156	0.008262001
364	0.9986874156	0.008233898088
365	0.9986874156	0.008222600576
366	0.9986490394	0.008200985821
367	0.9986490394	0.008178878404
368	0.9986490394	0.00817195152
369	0.9986490394	0.008151081032
370	0.9986874156	0.008135221829
371	0.9986874156	0.008111510301
372	0.9987257588	0.008098238483
373	0.9986873856	0.008086210776
374	0.9986873856	0.008069853885
375	0.9986873856	0.008060608134
376	0.9986873856	0.0080539
377	0.9986873856	0.008038908161
378	0.9987257588	0.008030501166
379	0.9986873856	0.008013615513
380	0.9987257588	0.007989352348
381	0.9988760768	0.007957943342
382	0.9987257588	0.007953629986
383	0.9986873856	0.007949930081
384	0.998837692	0.007937500181
385	0.9987257588	0.007890209186
386	0.9988760768	0.007868973796
387	0.9988760768	0.007863891287
388	0.9988760768	0.007847549543
389	0.9988760768	0.007798176585
390	0.9988760768	0.007777642006
391	0.9988760768	0.007772489762
392	0.9988760768	0.007763574038
393	0.9988760768	0.007755003299
394	0.9988760768	0.00772508314
395	0.9988760768	0.007712205281
396	0.9988760768	0.007701931712
397	0.9988760768	0.007688934767
398	0.9988760768	0.007675536732
399	0.9988760768	0.007669963981
400	0.9988760768	0.007652086285
401	0.9988760768	0.00762163548
402	0.9988760768	0.007606927761
403	0.9988760768	0.007597839135
404	0.9988760768	0.007569637726
405	0.9988760768	0.007563952045
406	0.9988760768	0.007539102989
407	0.9988760768	0.007533676877
408	0.9988760768	0.007526338147
409	0.9988760768	0.007521388931
410	0.9989235537	0.007514228785
411	0.9989235537	0.007509549256
412	0.9989235537	0.00749916986
413	0.9989235537	0.007493422257
414	0.9988760768	0.007479852608
415	0.9989710307	0.007465188509
416	0.9989710307	0.007454769273
417	0.9989710307	0.007444378796
418	0.9989710307	0.007436131039
419	0.9989710307	0.007431138352
420	0.9989710307	0.007411172668
421	0.9989710307	0.007393756886
422	0.9990185076	0.007379024199
423	0.9990185076	0.007362853575
424	0.9990185076	0.007351340029
425	0.9990185076	0.007340652057
426	0.9990185076	0.007331551384
427	0.9990185076	0.007322203983
428	0.9990185076	0.007314353757
429	0.9990568617	0.007307745531
430	0.9990568617	0.007296386958
431	0.9990568617	0.007283865331
432	0.9990568617	0.007279467467
433	0.9990568617	0.007275971035
434	0.9990568617	0.007266814689
435	0.9990568617	0.007260441785
436	0.9990568617	0.00724381266
437	0.9990568617	0.00723202621
438	0.9990568617	0.007181899554
439	0.9990568617	0.007163684954
440	0.9990568617	0.007156123223
441	0.9990568617	0.007146619852
442	0.9990568617	0.007133952951
443	0.9990568617	0.007127630843
444	0.9990568617	0.007121229347
445	0.9990568617	0.007101144295
446	0.9990568617	0.007082678368
447	0.9990568617	0.00707155006
448	0.9990568617	0.007063008565
449	0.9990568617	0.007059501266
450	0.9990568617	0.007049232846
451	0.9990568617	0.007040021597
452	0.9991043759	0.007027467144
453	0.9990568617	0.007016411781
454	0.9991427301	0.007008740607
455	0.9991427301	0.006991132053
456	0.9991427301	0.006977868726
457	0.9991427301	0.006966791192
458	0.9991427301	0.006953278059
459	0.9991427301	0.006937155669
460	0.9992930606	0.006921420709
461	0.9992930606	0.006915250431
462	0.9992930606	0.006901970001
463	0.9992930606	0.006895316273
464	0.9992930606	0.006882922687
465	0.9992930606	0.006855104185
466	0.9992930606	0.006847130076
467	0.9992930606	0.006840879043
468	0.9992930606	0.006797666026
469	0.9992930606	0.006777182509
470	0.9992930606	0.006765127691
471	0.9992930606	0.00674317378
472	0.9992930606	0.006729627083
473	0.9992930606	0.006723324027
474	0.9992930606	0.006717013779
475	0.9992930606	0.006708945739
476	0.9992930606	0.00668927861
477	0.9992930606	0.006677531986
478	0.9992930606	0.006671639487
479	0.9992930606	0.00666447735
480	0.9992930606	0.006648944871
481	0.9992930606	0.006638781871
482	0.9992930606	0.006615693443
483	0.9992930606	0.006611293893
484	0.9992930606	0.006601750574
485	0.9992930606	0.006593353779
486	0.9992930606	0.006588341814
487	0.9992930606	0.006576710515
488	0.9992930606	0.006569572703
489	0.9992930606	0.006560980225
490	0.9992930606	0.006558075232
491	0.9992930606	0.006538506593
492	0.9992930606	0.006522475052
493	0.9992930606	0.006504464765
494	0.9992930606	0.006497031131
495	0.9992930606	0.006478756101
496	0.9992930606	0.006476750237
497	0.9992930606	0.0064675541
498	0.9992930606	0.006460696797
499	0.9992930606	0.006450540673
500	0.9992930606	0.006432570329
501	0.9992930606	0.006422880443
502	0.9992930606	0.006410522642
503	0.9992930606	0.006408674118
504	0.9992930606	0.006400084997
505	0.9993405403	0.006386683481
506	0.9992930606	0.00635800672
507	0.999378898	0.006350932445
508	0.999378898	0.006341969292
509	0.9994172558	0.006331675027
510	0.999378898	0.006316507506
511	0.999378898	0.006307724162
512	0.9994172558	0.006302979122
513	0.9994172558	0.006294169827
514	0.9994172558	0.006290582482
515	0.9994172558	0.006262704667
516	0.999378898	0.006259811329
517	0.999378898	0.006249369139
518	0.9994172558	0.006231953524
519	0.9994647427	0.006221451172
520	0.9994647427	0.006217675734
521	0.9994647427	0.006206692976
522	0.9994647427	0.006196442066
523	0.9994647427	0.006191591508
524	0.9994647427	0.006186659239
525	0.9994647427	0.006181031517
526	0.9994647427	0.006174401808
527	0.9994647427	0.006160540829
528	0.9994647427	0.006149528061
529	0.9994647427	0.006135647307
530	0.9994647427	0.006128268749
531	0.9994647427	0.006121030671
532	0.9994647427	0.006114247332
533	0.9994647427	0.006104787195
534	0.9994647427	0.006091331273
535	0.9994647427	0.006087713838
536	0.9994647427	0.006081644856
537	0.9994647427	0.006076597907
538	0.9994647427	0.006068597552
539	0.9994647427	0.006054995892
540	0.9994647427	0.006042892305
541	0.9994647427	0.00601726638
542	0.9994647427	0.006010720588
543	0.9994647427	0.006006121462
